state,state,market,commodity,variety,arrival_date,min_price,max_price,modal_price
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,20/03/2020,2500,2650,2600
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,21/03/2020,2550,2700,2600
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,26/03/2020,2600,2700,2650
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,27/03/2020,2600,2700,2650
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,28/03/2020,2600,2750,2700
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,29/03/2020,2650,2750,2700
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,30/03/2020,2600,2750,2700
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,31/03/2020,2600,2750,2700
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,02/04/2020,2650,2750,2700
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,05/04/2020,1700,1875,1750
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,06/04/2020,1700,1875,1750
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,07/04/2020,1700,1875,1750
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,08/04/2020,1625,1750,1700
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,09/04/2020,1600,1700,1625
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,10/04/2020,1650,1750,1700
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,11/04/2020,1625,1750,1700
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,12/04/2020,1700,1750,1725
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,13/04/2020,1650,1700,1675
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,14/04/2020,1675,1750,1700
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,15/04/2020,1675,1750,1700
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,16/04/2020,1675,1750,1700
